ano;km;cambio;carroceria;combustivel;final_de_placa;cor;aceita_troca;todas_as_revisoes_feitas_pela_concessionaria;ipva_pago;licenciado;garantia_de_fabrica;nao_identificado;link;todas_as_revisoes_feitas_pela_agenda_do_carro;unico_dono;blindado;alienado
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2015/2015;49.000;Automática;Hatchback;Gasolina e álcool;0;Azul;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015/37455350?pos=v37455350g:&np=32;;Sim;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2016/2017;34.000;Automática;Hatchback;Gasolina e álcool;7;Marrom;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016-2017/37459503?pos=f37459503a:&np=33;Sim;;;
2014/2015;53.892;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2014-2015/37461602?pos=o37461602m:&np=33;;;;
2014/2015;53.892;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2014-2015/37461602?pos=o37461602m:&np=33;;;;
2020/2021;13.000;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2020-2021/37464504?pos=q37464504m:&np=33;;Sim;;
2013/2014;44.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2013-2014/37465785?pos=r37465785g:&np=33;;;Sim;
2016/2016;52.115;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2016/37466584?pos=s37466584g:&np=33;;;;
2017/2017;57.000;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2017/37467017?pos=t37467017g:&np=33;;;;
2015/2015;99.249;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2015/37467217?pos=u37467217g:&np=33;;;;
2015/2015;44.398;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37467932?pos=v37467932g:&np=33;;Sim;;
2015/2015;44.398;Manual;Hatchback;Gasolina e álcool;7;Cinza;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37467932?pos=v37467932g:&np=33;;Sim;;
2014/2014;89.000;Manual;Hatchback;Gasolina e álcool;3;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2014/37468184?pos=x37468184g:&np=33;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2016/2016;43.000;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016/37468190?pos=a37468190g:&np=34;;Sim;;
2019/2019;19.000;Automática;Hatchback;Gasolina e álcool;3;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37440529?pos=g37440529a:&np=34;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564907?pos=h37564907m:&np=34;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564907?pos=h37564907m:&np=34;;;;
2019/2019;37.245;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37474284?pos=j37474284m:&np=34;;;;
2019/2019;37.245;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37474284?pos=j37474284m:&np=34;;;;
2015/2016;114.057;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015-2016/37474413?pos=l37474413g:&np=34;;;;
2017/2017;53.094;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37475496?pos=m37475496m:&np=34;;;;
2013/2013;107.000;Automática;Hatchback;Gasolina e álcool;1;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2013/37476033?pos=n37476033g:&np=34;;;;
2018/2018;15.800;Automática;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2018/37476068?pos=o37476068g:&np=34;;Sim;;
2018/2018;15.800;Automática;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2018/37476068?pos=o37476068g:&np=34;;Sim;;
2017/2017;49.600;Manual;Hatchback;Gasolina e álcool;6;Prata;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37477824?pos=q37477824a:&np=34;Sim;;;
2017/2017;49.600;Manual;Hatchback;Gasolina e álcool;6;Prata;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37477824?pos=q37477824a:&np=34;Sim;;;
2017/2017;49.600;Manual;Hatchback;Gasolina e álcool;6;Prata;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37477824?pos=q37477824a:&np=34;Sim;;;
2015/2015;69.203;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/37481200?pos=t37481200g:&np=34;;;;
2016/2017;61.192;Manual;Hatchback;Gasolina e álcool;5;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/3-portas/2016-2017/37481327?pos=u37481327g:&np=34;;;;
2017/2017;73.945;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2017/37481585?pos=v37481585g:&np=34;;;;
2017/2017;73.945;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2017/37481585?pos=v37481585g:&np=34;;;;
2017/2017;73.945;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2017/37481585?pos=v37481585g:&np=34;;;;
2017/2017;73.945;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2017/37481585?pos=v37481585g:&np=34;;;;
2020/2020;18.535;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2020/37484756?pos=b37484756m:&np=35;;;;
2017/2018;89.236;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37485137?pos=c37485137g:&np=35;;;;
2017/2018;89.236;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37485137?pos=c37485137g:&np=35;;;;
2017/2018;89.236;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37485137?pos=c37485137g:&np=35;;;;
2017/2018;89.236;Manual;Hatchback;Gasolina e álcool;1;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37485137?pos=c37485137g:&np=35;;;;
2019/2020;35.793;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2019-2020/37487390?pos=g37487390m:&np=35;;;;
2019/2020;35.793;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2019-2020/37487390?pos=g37487390m:&np=35;;;;
2019/2020;35.793;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2019-2020/37487390?pos=g37487390m:&np=35;;;;
2013/2014;60.000;Automática;Hatchback;Gasolina e álcool;6;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2013-2014/37489557?pos=j37489557g:&np=35;;;;
2015/2016;61.308;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2015-2016/37490746?pos=k37490746g:&np=35;;;;
2015/2016;61.308;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2015-2016/37490746?pos=k37490746g:&np=35;;;;
2018/2019;35.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37490901?pos=m37490901g:&np=35;;;;
2018/2019;35.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37490901?pos=m37490901g:&np=35;;;;
2018/2019;35.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37490901?pos=m37490901g:&np=35;;;;
2019/2020;9.693;Automática;Hatchback;Gasolina e álcool;2;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-plus-automatico/4-portas/2019-2020/37492751?pos=p37492751g:&np=35;;;;
2014/2015;101.000;Manual;Hatchback;Gasolina e álcool;5;Branco;;Sim;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2014-2015/37493481?pos=q37493481a:&np=35;Sim;Sim;;
2013/2013;109.765;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/4-portas/2013/37493588?pos=r37493588g:&np=35;;;;
2015/2016;59.400;Automática;Hatchback;Gasolina e álcool;4;Dourado;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2015-2016/37334587?pos=s37334587g:&np=35;;;;
2019/2019;8.501;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37494907?pos=t37494907m:&np=35;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37497506?pos=u37497506g:&np=35;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37497856?pos=v37497856g:&np=35;;;;
2017/2017;66.357;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37497987?pos=w37497987m:&np=35;;;;
2015/2015;55.800;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37498446?pos=x37498446g:&np=35;;;;
2015/2015;55.800;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37498446?pos=x37498446g:&np=35;;;;
2015/2015;55.800;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37498446?pos=x37498446g:&np=35;;;;
2016/2017;62.000;Manual;Hatchback;Gasolina e álcool;5;Azul;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37499107?pos=c37499107g:&np=36;;;;
2020/2020;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37499185?pos=d37499185g:&np=36;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/4-portas/2021/37565054?pos=e37565054m:&np=36;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/4-portas/2021/37565054?pos=e37565054m:&np=36;;;;
2018/2019;27.000;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37501943?pos=g37501943g:&np=36;;;;
2018/2019;31.500;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37502083?pos=h37502083g:&np=36;;;;
2018/2019;64.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37502047?pos=i37502047g:&np=36;;;;
2016/2017;66.370;Manual;Hatchback;Gasolina e álcool;6;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37502187?pos=j37502187g:&np=36;;;;
2019/2019;22.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37502898?pos=k37502898g:&np=36;Sim;;;
2019/2019;22.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37502898?pos=k37502898g:&np=36;Sim;;;
2019/2019;22.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37502898?pos=k37502898g:&np=36;Sim;;;
2012/2013;89.532;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2012-2013/37503410?pos=n37503410g:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37504089?pos=o37504089m:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37504093?pos=p37504093m:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37504122?pos=q37504122m:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37504108?pos=r37504108m:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37504133?pos=s37504133m:&np=36;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37504128?pos=t37504128m:&np=36;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021-2022/37504187?pos=u37504187m:&np=36;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021/37504321?pos=v37504321m:&np=36;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Vermelho;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021-2022/37504376?pos=w37504376m:&np=36;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37504401?pos=x37504401m:&np=36;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37504422?pos=a37504422m:&np=37;;;;
2016/2017;38.375;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37505348?pos=b37505348m:&np=37;;;;
2013/2013;82.000;Manual;Hatchback;Gasolina e álcool;8;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37505388?pos=c37505388g:&np=37;;;;
2014/2015;78.000;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-copa-do-mundo-16v-flex-4p-manual/4-portas/2014-2015/37505413?pos=d37505413g:&np=37;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37563835?pos=e37563835m:&np=37;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37563835?pos=e37563835m:&np=37;;;;
2015/2016;65.478;Automática;Hatchback;Gasolina e álcool;7;Azul;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015-2016/37508867?pos=g37508867g:&np=37;Sim;Sim;;
2015/2016;65.478;Automática;Hatchback;Gasolina e álcool;7;Azul;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2015-2016/37508867?pos=g37508867g:&np=37;Sim;Sim;;
2018/2018;52.000;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018/37510077?pos=i37510077g:&np=37;;;;
2014/2014;79.087;Automática;Hatchback;Gasolina;6;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/3-portas/2014/37510828?pos=j37510828g:&np=37;;;;
2014/2014;79.087;Automática;Hatchback;Gasolina;6;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/3-portas/2014/37510828?pos=j37510828g:&np=37;;;;
