ano;km;cambio;carroceria;combustivel;final_de_placa;cor;aceita_troca;todas_as_revisoes_feitas_pela_concessionaria;ipva_pago;licenciado;garantia_de_fabrica;nao_identificado;link;todas_as_revisoes_feitas_pela_agenda_do_carro;unico_dono;blindado;alienado
2016/2017;76.045;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2016-2017/36811735?pos=m36811735g:&np=15;;Sim;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-manual/4-portas/2021-2022/36817883?pos=n36817883g:&np=15;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/36818212?pos=o36818212g:&np=15;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/36818212?pos=o36818212g:&np=15;;;;
2017/2018;27.000;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2017-2018/36821298?pos=q36821298g:&np=15;;Sim;;
2013/2014;79.000;Automática;Hatchback;Gasolina e álcool;8;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2013-2014/36814653?pos=r36814653a:&np=15;;;;
2012/2013;160.086;Manual;Hatchback;Gasolina e álcool;8;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2012-2013/36838078?pos=s36838078g:&np=15;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37564856?pos=t37564856m:&np=15;;;;
2016/2017;76.000;Manual;Hatchback;Gasolina e álcool;5;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2016-2017/36846981?pos=u36846981g:&np=15;;;;
2018/2018;68.000;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018/36853195?pos=v36853195g:&np=15;Sim;;;
2020/2020;11.124;Automática;Hatchback;Gasolina e álcool;3;Cinza;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-plus-automatico/4-portas/2020/36854577?pos=w36854577m:&np=15;;Sim;;
2014/2015;130.000;Automática;Hatchback;Gasolina e álcool;4;Prata;Sim;Sim;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/36858877?pos=x36858877a:&np=15;Sim;Sim;;
2017/2017;95.000;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017/36864836?pos=a36864836g:&np=16;;;;
2017/2017;95.000;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017/36864836?pos=a36864836g:&np=16;;;;
2017/2017;95.000;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017/36864836?pos=a36864836g:&np=16;;;;
2016/2016;37.700;Automática;Hatchback;Gasolina e álcool;8;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2016/36877133?pos=d36877133g:&np=16;;;Sim;
2014/2015;78.000;Automática;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014-2015/36890631?pos=e36890631g:&np=16;;;;
2014/2015;78.000;Automática;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014-2015/36890631?pos=e36890631g:&np=16;;;;
2019/2019;47.700;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36892089?pos=g36892089a:&np=16;Sim;Sim;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/36897708?pos=h36897708g:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/36910120?pos=o36910120m:&np=16;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/36911741?pos=w36911741m:&np=16;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-manual/4-portas/2021-2022/36911745?pos=x36911745m:&np=16;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/36911753?pos=a36911753m:&np=17;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-manual/4-portas/2021-2022/36911750?pos=b36911750m:&np=17;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-manual/4-portas/2021-2022/36911750?pos=b36911750m:&np=17;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021/36911934?pos=d36911934m:&np=17;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021/36911934?pos=d36911934m:&np=17;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021/36911934?pos=d36911934m:&np=17;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021/36911934?pos=d36911934m:&np=17;;;;
2016/2016;83.000;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2016/36916880?pos=h36916880g:&np=17;;;;
2016/2016;83.000;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2016/36916880?pos=h36916880g:&np=17;;;;
2016/2016;26.804;Automática;Hatchback;Gasolina e álcool;8;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-r-spec-16v-flex-4p-automatico/4-portas/2016/36924515?pos=j36924515g:&np=17;Sim;Sim;;
2016/2016;26.804;Automática;Hatchback;Gasolina e álcool;8;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-r-spec-16v-flex-4p-automatico/4-portas/2016/36924515?pos=j36924515g:&np=17;Sim;Sim;;
2014/2014;80.400;Automática;Hatchback;Gasolina e álcool;9;Cinza;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014/30674965?pos=l30674965a:&np=17;Sim;;Sim;
2014/2015;74.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2014-2015/36930862?pos=m36930862m:&np=17;;;;
2014/2015;74.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2014-2015/36930862?pos=m36930862m:&np=17;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Cinza;Sim;Sim;;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/36933167?pos=o36933167g:&np=17;;Sim;;
2018/2018;90.713;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/36939813?pos=p36939813g:&np=17;;;;
2018/2018;90.713;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/36939813?pos=p36939813g:&np=17;;;;
2018/2018;90.713;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/36939813?pos=p36939813g:&np=17;;;;
2018/2018;90.713;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/36939813?pos=p36939813g:&np=17;;;;
2018/2018;90.713;Manual;Hatchback;Gasolina e álcool;0;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/36939813?pos=p36939813g:&np=17;;;;
2016/2016;95.000;Automática;Hatchback;Gasolina e álcool;8;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2016/36969448?pos=u36969448g:&np=17;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/36971009?pos=v36971009g:&np=17;;;;
2014/2015;101.301;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2014-2015/36972267?pos=w36972267g:&np=17;;;;
2018/2018;53.000;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/36974650?pos=x36974650g:&np=17;;;;
2018/2018;53.000;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/36974650?pos=x36974650g:&np=17;;;;
2020/2021;9.815;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2020-2021/36987925?pos=b36987925g:&np=18;;Sim;;
2017/2018;36.000;Manual;Hatchback;Gasolina e álcool;2;Prata;;Sim;Sim;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017-2018/36655336?pos=c36655336a:&np=18;Sim;;;
2014/2014;44.600;Manual;Hatchback;Gasolina e álcool;7;Preto;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014/36991618?pos=d36991618a:&np=18;Sim;;;
2014/2015;38.627;Manual;Hatchback;Gasolina;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2014-2015/36994117?pos=e36994117m:&np=18;;;;
2014/2015;38.627;Manual;Hatchback;Gasolina;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2014-2015/36994117?pos=e36994117m:&np=18;;;;
2014/2015;38.627;Manual;Hatchback;Gasolina;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2014-2015/36994117?pos=e36994117m:&np=18;;;;
2016/2017;89.000;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-r-spec-16v-flex-4p-automatico/4-portas/2016-2017/36995059?pos=h36995059a:&np=18;;Sim;;
2016/2017;89.000;Automática;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-r-spec-16v-flex-4p-automatico/4-portas/2016-2017/36995059?pos=h36995059a:&np=18;;Sim;;
2019/2019;48.410;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37001894?pos=j37001894g:&np=18;;Sim;;
2014/2015;63.800;Automática;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37004873?pos=k37004873g:&np=18;;Sim;Sim;
2014/2015;63.800;Automática;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37004873?pos=k37004873g:&np=18;;Sim;Sim;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/4-portas/2021-2022/37012688?pos=m37012688g:&np=18;;;;
2018/2018;40.000;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018/37013022?pos=n37013022g:&np=18;;;;
2018/2018;40.000;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018/37013022?pos=n37013022g:&np=18;;;;
2018/2018;40.000;Automática;Hatchback;Gasolina e álcool;5;Branco;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018/37013022?pos=n37013022g:&np=18;;;;
2017/2018;50.653;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017-2018/37016567?pos=q37016567g:&np=18;;;;
2017/2018;50.653;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017-2018/37016567?pos=q37016567g:&np=18;;;;
2013/2014;117.000;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2013-2014/37017194?pos=s37017194g:&np=18;;;;
2013/2014;117.000;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2013-2014/37017194?pos=s37017194g:&np=18;;;;
2013/2013;105.567;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37019435?pos=u37019435m:&np=18;;;;
2013/2013;105.567;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37019435?pos=u37019435m:&np=18;;;;
2013/2013;105.567;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37019435?pos=u37019435m:&np=18;;;;
2013/2013;105.567;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37019435?pos=u37019435m:&np=18;;;;
2018/2019;30.000;Automática;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37034585?pos=a37034585g:&np=19;;Sim;;
2018/2019;30.000;Automática;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37034585?pos=a37034585g:&np=19;;Sim;;
2018/2019;30.000;Automática;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37034585?pos=a37034585g:&np=19;;Sim;;
2012/2013;85.000;Manual;Hatchback;Gasolina e álcool;8;Branco;;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/0-portas/2012-2013/36981007?pos=d36981007a:&np=19;;Sim;;
2012/2013;85.000;Manual;Hatchback;Gasolina e álcool;8;Branco;;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/0-portas/2012-2013/36981007?pos=d36981007a:&np=19;;Sim;;
2014/2015;97.000;Manual;Hatchback;Gasolina;6;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2014-2015/37053962?pos=f37053962m:&np=19;;;;
2015/2015;69.152;Automática;Hatchback;Gasolina e álcool;6;Preto;Sim;Sim;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2015/37056549?pos=g37056549g:&np=19;Sim;Sim;;
2017/2017;53.000;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2017/37057223?pos=h37057223g:&np=19;;;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2018/2019;27.730;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37057429?pos=i37057429g:&np=19;;Sim;;
2015/2015;25.000;Automática;Hatchback;Gasolina e álcool;8;Branco;;Sim;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/0-portas/2015/37079812?pos=q37079812a:&np=19;Sim;Sim;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37086668?pos=r37086668g:&np=19;;;;
2018/2018;59.000;Manual;Hatchback;Gasolina e álcool;6;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/37088234?pos=s37088234g:&np=19;;;;
2018/2019;74.000;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37091692?pos=t37091692g:&np=19;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37102838?pos=u37102838g:&np=19;;Sim;;
2013/2014;120.000;Manual;Hatchback;Gasolina e álcool;7;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/0-portas/2013-2014/37102305?pos=v37102305a:&np=19;;;;
2013/2014;120.000;Manual;Hatchback;Gasolina e álcool;7;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/0-portas/2013-2014/37102305?pos=v37102305a:&np=19;;;;
